"","FINAL_ID","PHYLUM","CLASS","ORDER","FAMILY","SUBFAMILY","GENUS","SPECIES","FEEDINGHAB","TOLERANCE","NBI_P_TOLERANCE","NBI_N_TOLERANCE","TOLNAME","CLASSIFIER","PREVNAMES","COMMONNAME","REFERENCE"
"98","HEPTAGENIA_CULACANTHA","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","heptagenia","heptagenia_culacantha","SCRAPER",2,NA,NA,"INTOLERANT",NA,"HEPTAGENIA_SP._3,_CINYGMA_SP.,_STENONEMA_SP._3",NA,"83,38"
"99","ISWAEON_ANOKA","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","iswaeon","iswaeon_anoka","SCRAPER",2,NA,NA,"FACULTATIVE",NA,"HETEROCLOEON_ANOKA",NA,"83,34"
"100","PARAMETRIOCNEMUS_LUNDBECKI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","parametriocnemus","parametriocnemus_lundbecki","GATHERER",5,8,10,"FACULTATIVE",NA,"HETEROTRISSOCLADIUS_SP._1,_TRICHOCLADIUS_SP._1",NA,"106"
"101","HETEROTRISSOCLADIUS_MARCIDUS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","heterotrissocladius","heterotrissocladius_marcidus","GATHERER",4,NA,NA,"INTOLERANT",NA,"HETEROTRISSOCLADIUS_SP._2",NA,"106,36"
"102","UNDETERMINED_ACARIFORMES","ARTHROPODA","ARACHNIDA","ARACHNIDA","ARACHNIDA","ARACHNIDA","ARACHNIDA","NA","PREDATOR",6,NA,NA,"FACULTATIVE",NA,"HYDRACARINA",NA,"108"
"103","CERATOPSYCHE_ALHEDRA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","ceratopsyche","ceratopsyche_alhedra","FILTERER",3,NA,NA,"INTOLERANT",NA,"HYDROPSYCHE_ALHEDRA",NA,"105,98"
"104","CERATOPSYCHE_BRONTA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","ceratopsyche","ceratopsyche_bronta","FILTERER",6,7,6,"FACULTATIVE",NA,"HYDROPSYCHE_BRONTA_HYDROPSYCHE_RECURVATA,_SYMPHITOPSYCHE_BRONTA",NA,"103105"
"105","CERATOPSYCHE_MOROSA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","ceratopsyche","ceratopsyche_morosa","FILTERER",6,5,1,"FACULTATIVE",NA,"HYDROPSYCHE_MOROSA_SYMPHITOPSYCHE_BIFIDA,_HYDROPSYCHE_BIFIDA,_HYDROPSYCHE_SP._1,_HYDROPSYCHE_SP._10",NA,"103105"
"106","HYDROPSYCHE_SCALARIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_scalaris","FILTERER",2,3,3,"INTOLERANT",NA,"HYDROPSYCHE_NR._HAGENI,_HYDROPSYCHE_NR._AERATA,_HYDROPSYCHE_SP._3",NA,"105"
"107","HYDROPSYCHE_LEONARDI","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_leonardi","FILTERER",0,NA,NA,"INTOLERANT",NA,"HYDROPSYCHE_NR._SIMULANS,_HYDROPSYCHE_SP._4",NA,"105"
"108","CERATOPSYCHE_SLOSSONAE","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","ceratopsyche","ceratopsyche_slossonae","FILTERER",4,6,10,"INTOLERANT",NA,"HYDROPSYCHE_SLOSSONAE_HYDROPSYCHE_NR._BETTENI,_HYDROPSYCHE_SP._4,_SYMPHITOPSYCHE_SLOSSONAE",NA,"103"
"109","HYDROPSYCHE_ORRIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_orris","FILTERER",5,NA,NA,"FACULTATIVE",NA,"HYDROPSYCHE_SP._10",NA,"105"
"110","HYDROPSYCHE_VENULARIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_venularis","FILTERER",4,NA,NA,"INTOLERANT",NA,"HYDROPSYCHE_SP._11",NA,"105"
"111","HYDROPSYCHE_PHALERATA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_phalerata","FILTERER",1,NA,NA,"INTOLERANT",NA,"HYDROPSYCHE_SP._2",NA,"105"
"112","HYDROPSYCHE_VALANIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_valanis","FILTERER",6,NA,NA,"FACULTATIVE",NA,"HYDROPSYCHE_SP._5",NA,"105"
"113","HYDROPSYCHE_DICANTHA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","hydropsyche","hydropsyche_dicantha","FILTERER",2,NA,NA,"INTOLERANT",NA,"HYDROPSYCHE_SP._9",NA,"105"
"114","CERATOPSYCHE_SPARNA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","ceratopsyche","ceratopsyche_sparna","FILTERER",6,6,7,"FACULTATIVE",NA,"HYDROPSYCHE_SPARNA_HYDROPSYCHE_SP._8,_SYMPHITOPSYCHE_SPARNA",NA,"103"
"115","CERATOPSYCHE_VENTURA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","HYDROPSYCHINAE","ceratopsyche","ceratopsyche_ventura","FILTERER",5,NA,NA,"FACULTATIVE",NA,"HYDROPSYCHE_VENTURA",NA,NA
"116","HYDROPTILA_AJAX","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_ajax","SCRAPER",6,NA,NA,"FACULTATIVE",NA,"HYDROPTILA_SP._1",NA,"98"
"117","HYDROPTILA_SPATULATA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_spatulata","SCRAPER",6,9,8,"FACULTATIVE",NA,"HYDROPTILA_SP._11",NA,"98"
"118","HYDROPTILA_NR._ALBICORNIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_albicornis","SCRAPER",6,NA,NA,"FACULTATIVE",NA,"HYDROPTILA_SP._2",NA,"98"
"119","HYDROPTILA_NR._ARMATA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_armata","SCRAPER",6,NA,NA,"FACULTATIVE",NA,"HYDROPTILA_SP._3",NA,"98"
"120","HYDROPTILA_NR._HAMATA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_hamata","SCRAPER",6,NA,NA,"FACULTATIVE",NA,"HYDROPTILA_SP._5",NA,"98"
"121","HYDROPTILA_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","NA","SCRAPER",6,6,6,"FACULTATIVE",NA,"HYDROPTILA_SP._6",NA,"125"
"122","HYDROPTILA_NR._WAUBESIANA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_waubesiana","SCRAPER",6,NA,NA,"FACULTATIVE",NA,"HYDROPTILA_SP._8",NA,"98"
"123","HYDROPTILA_CONSIMILIS","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPTILIDAE","HYDROPTILINAE","hydroptila","hydroptila_consimilis","SCRAPER",6,9,10,"FACULTATIVE",NA,"HYDROPTILA_SP._9",NA,"98"
"124","EPEORUS_(IRON)_SP.","ARTHROPODA","INSECTA","EPHEMEROPTERA","HEPTAGENIIDAE","HEPTAGENIIDAE","epeorus","NA","SCRAPER",0,0,0,"INTOLERANT",NA,"IRON_SP.",NA,"83"
"125","UNDETERMINED_PERLODIDAE","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODIDAE","PERLODIDAE","NA","PREDATOR",2,NA,NA,"INTOLERANT",NA,"ISOGENUS_SP.",NA,"83114"
"126","ISONYCHIA_OBSCURA","ARTHROPODA","INSECTA","EPHEMEROPTERA","ISONYCHIIDAE","ISONYCHIIDAE","isonychia","isonychia_obscura","FILTERER",2,NA,NA,"INTOLERANT",NA,"ISONYCHIA_BICOLOR,ISONYCHIA_SP.",NA,"83,64"
"127","ISONYCHIA_BICOLOR","ARTHROPODA","INSECTA","EPHEMEROPTERA","ISONYCHIIDAE","ISONYCHIIDAE","isonychia","isonychia_bicolor","FILTERER",2,5,2,"INTOLERANT",NA,"ISONYCHIA_SP.",NA,"83,64"
"128","ISOTOMURUS_SP.","ARTHROPODA","COLLEMBOLA","COLLEMBOLA","ISOTOMIDAE","ISOTOMINAE","isotomurus","NA","GATHERER",5,NA,NA,"FACULTATIVE",NA,"ISOTOMURUS_PALUSTRIS",NA,"83"
"129","PSEUDOCLOEON_PROPINQUUM","ARTHROPODA","INSECTA","EPHEMEROPTERA","BAETIDAE","BAETIDAE","pseudocloeon","pseudocloeon_propinquum","GATHERER",6,NA,NA,"FACULTATIVE",NA,"LABIOBAETIS_PROPINQUUS,_BAETIS_PROPINQUUS",NA,"74120"
"130","LABRUNDINIA_PILOSELLA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","labrundinia","labrundinia_pilosella","PREDATOR",7,NA,NA,"FACULTATIVE",NA,"LABRUNDINIA_FLORIDANA",NA,"97"
"131","NECTOPSYCHE_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","LEPTOCERIDAE","LEPTOCERINAE","nectopsyche","NA","SHREDDER",3,NA,NA,"INTOLERANT",NA,"LEPTOCELLA_SP.",NA,"125,50"
"132","FOSSARIA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","fossaria","NA","GATHERER",6,NA,NA,"FACULTATIVE",NA,"LYMNAEA_HUMILIS",NA,"60,83"
"133","STAGNICOLA_ELODES","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","LYMNAEIDAE","LYMNAEIDAE","stagnicola","stagnicola_elodes","GATHERER",6,NA,NA,"FACULTATIVE",NA,"LYMNAEA_PALUSTRIS",NA,"60,83"
"134","MACROSTEMUM_CAROLINA","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","MACRONEMATINAE","macrostemum","macrostemum_carolina","FILTERER",3,7,2,"INTOLERANT",NA,"MACRONEMA_CAROLINA",NA,"125,98"
"135","MACROSTEMUM_SP.","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","MACRONEMATINAE","macrostemum","NA","FILTERER",3,4,2,"INTOLERANT",NA,"MACRONEMA_SP.",NA,"125"
"136","MACROSTEMUM_ZEBRATUM","ARTHROPODA","INSECTA","TRICHOPTERA","HYDROPSYCHIDAE","MACRONEMATINAE","macrostemum","macrostemum_zebratum","FILTERER",3,NA,NA,"INTOLERANT",NA,"MACRONEMA_ZEBRATUM",NA,"125,98"
"137","MACROPELOPIA_DECEDENS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","macropelopia","macropelopia_decedens","PREDATOR",9,NA,NA,"TOLERANT",NA,"MACROPELOPIA_SP.",NA,"92"
"138","MALIREKUS_IROQUOIS","ARTHROPODA","INSECTA","PLECOPTERA","PERLODIDAE","PERLODINAE","malirekus","malirekus_iroquois","PREDATOR",2,NA,NA,"INTOLERANT",NA,"MALIREKUS_HASTATUS",NA,"114,86"
"139","MICROMENETUS_DILATATUS","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PLANORBIDAE","PLANORBIDAE","menetus","menetus_dilatatus","SCRAPER",6,NA,NA,"FACULTATIVE",NA,"MENETUS_DILATATUS",NA,"60"
"140","LIMNOPHYES_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","limnophyes","NA","GATHERER",8,NA,NA,"TOLERANT",NA,"METRIOCNEMUS_SP.,_EUKIEFFERIELLA_SP._8",NA,"124,83"
"141","MICROPSECTRA_NOTESCENS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","micropsectra_notescens","FILTERER",7,NA,NA,"FACULTATIVE",NA,"MICROPSECTRA_NR._BRUNNIPES,_MICROPSECTRA_SP._5",NA,"101"
"142","MICROPSECTRA_ARISTATA_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","micropsectra_aristata","FILTERER",5,NA,NA,"FACULTATIVE",NA,"MICROPSECTRA_NR._CURVICORNIS,_MICROPSECTRA_SP._3B,_MICROPSECTRA_SP._6",NA,"102"
"143","MICROPSECTRA_DEFLECTA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","micropsectra_deflecta","FILTERER",4,NA,NA,"FACULTATIVE",NA,"MICROPSECTRA_NR._DEFLECTA,_MICROPSECTRA_SP._2",NA,"87"
"144","MICROPSECTRA_POLITA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","micropsectra_polita","FILTERER",7,0,7,"FACULTATIVE",NA,"MICROPSECTRA_POLITA?,_MICROPSECTRA_SP._3",NA,"78"
"145","MICROPSECTRA_DIVES_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","micropsectra","micropsectra_dives","FILTERER",4,6,9,"INTOLERANT",NA,"MICROPSECTRA_SP.",NA,"78"
"146","TANYTARSUS_GLABRESCENS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","tanytarsus","tanytarsus_glabrescens","FILTERER",6,5,6,"FACULTATIVE",NA,"MICROPSECTRA_SP._1,_MICROPSECTRA_SP.",NA,"87"
"147","CLADOTANYTARSUS_NR._DISPERSOPILOSUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","cladotanytarsus","cladotanytarsus_dispersopilosus","FILTERER",5,NA,NA,"FACULTATIVE",NA,"MICROPSECTRA_SP._4",NA,"87"
"148","MICROTENDIPES_PEDELLUS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","microtendipes","microtendipes_pedellus","FILTERER",6,7,7,"FACULTATIVE",NA,"MICROTENDIPES_CAELUM,_MICROTENDIPES_SP._2,_MICROTENDIPES_CAUDUCUS",NA,"124"
"149","MICROTENDIPES_RYDALENSIS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","microtendipes","microtendipes_rydalensis","FILTERER",4,2,1,"INTOLERANT",NA,"MICROTENDIPES_SP._1",NA,"124"
"150","MONODIAMESA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","PRODIAMESINAE","monodiamesa","NA","GATHERER",7,NA,NA,"FACULTATIVE",NA,"MONODIAMESA_DIPECTINATA",NA,"36"
"151","MUSCULIUM_TRANSVERSUM","MOLLUSCA","BIVALVIA","VENEROIDA","PISIDIIDAE","PISIDIIDAE","musculium","musculium_transversum","FILTERER",6,NA,NA,"FACULTATIVE",NA,"MUSCULIUM_SP.",NA,"68,22"
"152","NAIS_SP.","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","NAIDINAE","nais","NA","GATHERER",8,NA,NA,"TOLERANT",NA,"NAIS_SPP.",NA,"18,83"
"153","NANOCLADIUS_(PLECOPTERACOLUTHUS)_DOWNESI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","nanocladius","nanocladius_downesi","PREDATOR",3,NA,NA,"INTOLERANT",NA,"NANOCLADIUS_(PLECOPTERACOLUTHUS)_SP.",NA,"36"
"154","NANOCLADIUS_(PLECOPT.)_BRANCHICOLUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","nanocladius","nanocladius_branchicolus","PREDATOR",3,NA,NA,"INTOLERANT",NA,"NANOCLADIUS_(PLECOPTERACOLUTHUS)_SP.",NA,"36,33"
"155","NATARSIA_BALTIMOREA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","natarsia","natarsia_baltimoreus","PREDATOR",8,NA,NA,"TOLERANT",NA,"NATARSIA_BALTIMOREUS",NA,"92,36"
"156","NEOPERLA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLINAE","neoperla","NA","PREDATOR",3,5,5,"INTOLERANT",NA,"NEOPERLA_CLYMENE",NA,"83114"
"157","UNDETERMINED_NEPTICULIDAE","ARTHROPODA","INSECTA","LEPIDOPTERA","NEPTICULIDAE","NEPTICULIDAE","NEPTICULIDAE","NA","SHREDDER",5,NA,NA,"FACULTATIVE",NA,"NEPTICULA_SP.",NA,"66"
"158","NIGRONIA_SERRICORNIS","ARTHROPODA","INSECTA","MEGALOPTERA","CORYDALIDAE","CHAULIODINAE","nigronia","nigronia_serricornis","PREDATOR",4,10,8,"INTOLERANT",NA,"NIGRONIA_SP.",NA,"83,76"
"159","NILOTANYPUS_FIMBRIATUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","nilotanypus","nilotanypus_fimbriatus","PREDATOR",8,NA,NA,"TOLERANT",NA,"NILOTANYPUS_SP._1,_PENTANEURA_SP._3",NA,"96"
"160","NILOTHAUMA_BABIYI","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","nilothauma","nilothauma_babiyi","GATHERER",6,NA,NA,"INTOLERANT",NA,"NILOTHAUMA_SP.,_DEMICRYPTOCHIRONOMUS_SP._1",NA,"106"
"161","NYCTIOPHYLAX_MOESTUS","ARTHROPODA","INSECTA","TRICHOPTERA","POLYCENTROPODIDAE","POLYCENTROPODINAE","nyctiophylax","nyctiophylax_moestus","PREDATOR",5,NA,NA,"FACULTATIVE",NA,"NYCTIOPHYLAX_SP._A,_PSYCHOMYIID_GENUS_A",NA,"125,98"
"162","NYCTIOPHYLAX_CELTA","ARTHROPODA","INSECTA","TRICHOPTERA","POLYCENTROPODIDAE","POLYCENTROPODINAE","nyctiophylax","nyctiophylax_celta","PREDATOR",5,NA,NA,"FACULTATIVE",NA,"NYCTIOPHYLAX_VESTITUS,_PSYCHOMYIID_GENUS_B",NA,"125,98"
"163","OULIMNIUS_LATIUSCULUS","ARTHROPODA","INSECTA","COLEOPTERA","ELMIDAE","ELMINAE","oulimnius","oulimnius_latiusculus","SCRAPER",4,NA,NA,"INTOLERANT",NA,"OPTIOSERVUS_CRYOPHILUS",NA,"19"
"164","RHEOCRICOTOPUS_TUBERCULATUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","rheocricotopus","rheocricotopus_tuberculatus","GATHERER",6,NA,NA,"FACULTATIVE",NA,"ORTHOCLAD_GENUS_A",NA,"26"
"165","ORTHOCLADIUS_(EUORTHOCLAD.)_RIVICOLA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","orthocladius","orthocladius_rivicola","GATHERER",6,NA,NA,"FACULTATIVE",NA,"ORTHOCLADIUS_(EUORTHOCLAD.)_TYPE_I_SP.,ORTHOCLADIUS_(EUORTHOCLAD.)_TYPE_III_SPP.,EUKIEFFERIELLA_SP7",NA,"109110"
"166","ORTHOCLADIUS_(EUORTHOCLAD.)_RIVULORUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","orthocladius","orthocladius_rivulorum","GATHERER",6,NA,NA,"FACULTATIVE",NA,"ORTHOCLADIUS_(EUORTHOCLAD.)_TYPE_II_SPP.",NA,"109110"
"167","ORTHOCLADIUS_(EUORTHOCLAD.)_LUTEIPES","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","orthocladius","orthocladius_luteipes","GATHERER",6,NA,NA,"FACULTATIVE",NA,"ORTHOCLADIUS_(EUORTHOCLADIUS)_TYPE_I_SP.,ORTHOCLADIUS_(EUORTHOCLAD.TYPE_III_SPP.,EUKIEFFERIELLA_SP7",NA,"109110"
"168","ORTHOCLADIUS_OBUMBRATUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","ORTHOCLADIINAE","orthocladius","orthocladius_obumbratus","GATHERER",6,NA,NA,"FACULTATIVE",NA,"ORTHOCLADIUS_SP._1,_ORTHOCLADIUS_SP.",NA,"109"
"169","PAGASTIA_ORTHOGONIA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","DIAMESINAE","pagastia","pagastia_orthogonia","GATHERER",1,4,8,"INTOLERANT",NA,"PAGASTIA_SP._A,_PAGASTIA_SP.,__PSEUDODIAMESA_SP._1",NA,"79,36"
"170","PARACHIRONOMUS_FREQUENS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","parachironomus","parachironomus_frequens","PREDATOR",10,NA,NA,"TOLERANT",NA,"PARACHIRONOMUS_PECTINATELLAE,_CRYPTOCHIRONOMUS_SP._2",NA,"106"
"171","HARNISCHIA_CURTILAMELLATA","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","harnischia","harnischia_curtilamellata","GATHERER",8,NA,NA,"TOLERANT",NA,"PARACLADOPELMA_NAIS,_PARACLADOPLEMA_SP.",NA,"106"
"172","PARACLADOPELMA_NAIS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paracladopelma","paracladopelma_nais","GATHERER",7,NA,NA,"FACULTATIVE",NA,"PARACLADOPELMA_SP.,_PARACHIRONOMUS_NAIS,_CRYPTOCHIRONOMUS_NAIS",NA,"58"
"173","PARALEPTOPHLEBIA_MOLLIS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","paraleptophlebia_mollis","GATHERER",1,2,1,"INTOLERANT",NA,"PARALEPTOPHLEBIA_SP.",NA,"24"
"174","PARALEPTOPHLEBIA_MOERENS","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","paraleptophlebia_moerens","GATHERER",1,NA,NA,"INTOLERANT",NA,"PARALEPTOPHLEBIA_SP.",NA,"24"
"175","PARALEPTOPHLEBIA_GUTTATA","ARTHROPODA","INSECTA","EPHEMEROPTERA","LEPTOPHLEBIIDAE","LEPTOPHLEBIIDAE","paraleptophlebia","paraleptophlebia_guttata","GATHERER",1,NA,NA,"INTOLERANT",NA,"PARALEPTOPHLEBIA_SP.",NA,"24"
"176","PARATANYTARSUS_CONFUSUS","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","paratanytarsus","paratanytarsus_confusus","FILTERER",6,5,8,"FACULTATIVE",NA,"PARATANYTARSUS_NR._DISSIMILIS,_PARATANYTARSUS_SP._B,_TANYTARSUS_SP._2",NA,"87"
"177","PELOSCOLEX_FEROX","ANNELIDA","CLITELLATA","TUBIFICIDA","NAIDIDAE","TUBIFICINAE","spirosperma","spirosperma_ferox","GATHERER",6,NA,NA,"TOLERANT",NA,"PELOSCOLEX_SP.,_SPIROSPERMA_FEROX",NA,"18,83"
"178","THIENEMANNIMYIA_GR._SPP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","thienemannimyia","NA","PREDATOR",6,8,8,"FACULTATIVE",NA,"PENTANEURA_SP._1,_CONCHAPELOPIA_SP._1",NA,"94"
"179","PARAMERINA_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","paramerina","NA","PREDATOR",6,NA,NA,"FACULTATIVE",NA,"PENTANEURA_SP._2",NA,"83"
"180","NILOTANYPUS_SP.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","TANYPODINAE","nilotanypus","NA","PREDATOR",6,NA,NA,"FACULTATIVE",NA,"PENTANEURA_SP._3",NA,"96"
"181","PERLESTA_SP.","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","ACRONEURIINAE","perlesta","NA","PREDATOR",4,NA,NA,"INTOLERANT",NA,"PERLESTA_PLACIDA",NA,"114"
"182","PERLESTA_SP._1","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","ACRONEURIINAE","perlesta","NA","PREDATOR",4,NA,NA,"INTOLERANT",NA,"PERLESTA_PLACIDA",NA,"114"
"183","PERLESTA_SP._2","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","ACRONEURIINAE","perlesta","NA","PREDATOR",4,NA,NA,"INTOLERANT",NA,"PERLESTA_PLACIDA",NA,"114"
"184","PHAENOPSECTRA_OBDIENS_GR.","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","phaenopsectra","phaenopsectra_obediens","SCRAPER",7,4,5,"FACULTATIVE",NA,"PHAENOPSECTRA_SP._1,_PHAENOPSECTRA_SP.,_PHAENOPSECTRA_DYARI?",NA,"106"
"185","AGNETINA_CAPITATA","ARTHROPODA","INSECTA","PLECOPTERA","PERLIDAE","PERLINAE","agnetina","agnetina_capitata","PREDATOR",2,3,6,"INTOLERANT",NA,"PHASGANOPHORA_CAPITATA,_NEOPHASGANOPHORA_CAPITATA",NA,"112114"
"186","PHYSELLA_GYRINA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSIDAE","physella","physella_gyrina","GATHERER",8,NA,NA,"TOLERANT",NA,"PHYSA_GYRINA,_PHYSA_ELLIPTICA,_PHYSA_SAYII",NA,"83,60"
"187","PHYSELLA_HETEROSTROPHA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSIDAE","physella","physella_heterostropha","GATHERER",8,NA,NA,"TOLERANT",NA,"PHYSA_HETEROSTROPHA",NA,"83,60"
"188","PHYSELLA_INTEGRA","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSIDAE","physella","physella_integra","GATHERER",8,NA,NA,"TOLERANT",NA,"PHYSA_INTEGRA",NA,"83,60"
"189","PHYSELLA_SP.","MOLLUSCA","GASTROPODA","BASOMMATOPHORA","PHYSIDAE","PHYSIDAE","physella","NA","GATHERER",8,8,7,"TOLERANT",NA,"PHYSA_SP.",NA,"83,60"
"190","UNDETERMINED_TURBELLARIA","PLATYHELMINTHES","PLATYHELMINTHES","PLATYHELMINTHES","PLATYHELMINTHES","PLATYHELMINTHES","PLATYHELMINTHES","NA","GATHERER",6,8,6,"FACULTATIVE",NA,"PLATYHELMINTHES,_UNDETERMINED_PLANARIIDAE,_CURA_FOREMANII",NA,"62"
"191","POLYPEDILUM_FLAVUM","ARTHROPODA","INSECTA","DIPTERA","CHIRONOMIDAE","CHIRONOMINAE","polypedilum","polypedilum_flavum","SHREDDER",6,9,7,"FACULTATIVE",NA,"POLYPEDILUM_CONVICTUM,_POLYPEDILUM_SP._1",NA,"69"
